time-stamp,Temperature,Humidity,Light,Pressure,Flow
2017-10-18 10:55:14.631014,1,2,3,4,5
2017-10-18 10:55:15.631544,1,2,3,4,5
2017-10-18 10:55:16.631711,1,2,3,4,5
2017-10-18 10:55:17.632246,1,2,3,4,5
2017-10-18 10:55:18.632526,1,2,3,4,5
2017-10-18 10:55:19.634014,1,2,3,4,5
2017-10-18 10:55:20.634175,1,2,3,4,5
2017-10-18 10:55:21.634329,1,2,3,4,5
2017-10-18 10:55:22.634499,1,2,3,4,5
2017-10-18 10:55:23.634592,1,2,3,4,5
2017-10-18 10:55:24.635517,1,2,3,4,5
2017-10-18 10:55:25.636164,1,2,3,4,5
2017-10-18 10:55:26.636336,1,2,3,4,5
2017-10-18 10:55:27.637253,1,2,3,4,5
2017-10-18 10:55:28.637926,1,2,3,4,5
2017-10-18 10:55:29.638601,1,2,3,4,5
2017-10-18 10:55:30.638687,1,2,3,4,5
2017-10-18 10:55:31.639473,1,2,3,4,5
2017-10-18 10:55:32.639967,1,2,3,4,5
2017-10-18 10:55:33.640693,1,2,3,4,5
2017-10-18 10:55:34.640780,1,2,3,4,5
2017-10-18 10:55:35.641790,1,2,3,4,5
2017-10-18 10:55:36.641932,1,2,3,4,5
2017-10-18 10:55:37.642354,1,2,3,4,5
2017-10-18 10:55:38.643090,1,2,3,4,5
2017-10-18 10:55:39.643684,1,2,3,4,5
2017-10-18 10:55:40.643821,1,2,3,4,5
2017-10-18 10:55:41.644384,1,2,3,4,5
2017-10-18 10:55:42.644574,1,2,3,4,5
2017-10-18 10:55:43.645278,1,2,3,4,5
2017-10-18 10:55:44.645990,1,2,3,4,5
2017-10-18 10:55:45.646551,1,2,3,4,5
2017-10-18 10:55:46.647052,1,2,3,4,5
2017-10-18 10:55:47.647160,1,2,3,4,5
2017-10-18 10:55:48.647772,1,2,3,4,5
2017-10-18 10:55:49.647885,1,2,3,4,5
2017-10-18 10:55:50.648390,1,2,3,4,5
2017-10-18 10:55:51.649044,1,2,3,4,5
2017-10-18 10:55:52.649132,1,2,3,4,5
2017-10-18 10:55:53.649140,1,2,3,4,5
2017-10-18 10:55:54.649331,1,2,3,4,5
2017-10-18 10:55:55.650298,1,2,3,4,5
2017-10-18 10:55:56.651282,1,2,3,4,5
2017-10-18 10:55:57.652206,1,2,3,4,5
2017-10-18 10:55:58.652455,1,2,3,4,5
2017-10-18 10:55:59.653058,1,2,3,4,5
2017-10-18 10:56:00.653148,1,2,3,4,5
2017-10-18 10:56:01.654112,1,2,3,4,5
2017-10-18 10:56:02.654917,1,2,3,4,5
2017-10-18 10:56:03.655517,1,2,3,4,5
2017-10-18 10:56:04.655674,1,2,3,4,5
2017-10-18 10:56:05.655832,1,2,3,4,5
2017-10-18 10:56:06.655955,1,2,3,4,5
2017-10-18 10:56:07.656476,1,2,3,4,5
2017-10-18 10:56:08.656563,1,2,3,4,5
2017-10-18 10:56:09.656840,1,2,3,4,5
2017-10-18 10:56:10.656903,1,2,3,4,5
2017-10-18 10:56:11.657556,1,2,3,4,5
2017-10-18 10:56:12.658012,1,2,3,4,5
2017-10-18 10:56:13.658460,1,2,3,4,5
2017-10-18 10:56:14.659303,1,2,3,4,5
2017-10-18 10:56:15.659963,1,2,3,4,5
2017-10-18 10:56:16.660721,1,2,3,4,5
2017-10-18 10:56:17.661715,1,2,3,4,5
2017-10-18 10:56:18.662322,1,2,3,4,5
2017-10-18 10:56:19.662375,1,2,3,4,5
2017-10-18 10:56:20.663056,1,2,3,4,5
2017-10-18 10:56:21.663775,1,2,3,4,5
2017-10-18 10:56:22.664502,1,2,3,4,5
2017-10-18 10:56:23.665424,1,2,3,4,5
2017-10-18 10:56:24.665659,1,2,3,4,5
2017-10-18 10:56:25.666083,1,2,3,4,5
2017-10-18 10:56:26.666241,1,2,3,4,5
2017-10-18 10:56:27.666988,1,2,3,4,5
2017-10-18 10:56:28.667232,1,2,3,4,5
2017-10-18 10:56:29.667937,1,2,3,4,5
2017-10-18 10:56:30.668106,1,2,3,4,5
2017-10-18 10:56:31.668616,1,2,3,4,5
2017-10-18 10:56:32.669340,1,2,3,4,5
2017-10-18 10:56:33.669628,1,2,3,4,5
2017-10-18 10:56:34.669867,1,2,3,4,5
2017-10-18 10:56:35.670805,1,2,3,4,5
2017-10-18 10:56:36.671984,1,2,3,4,5
2017-10-18 10:56:37.672486,1,2,3,4,5
2017-10-18 10:56:38.673186,1,2,3,4,5
2017-10-18 10:56:39.673423,1,2,3,4,5
2017-10-18 10:56:40.673848,1,2,3,4,5
2017-10-18 10:56:41.674746,1,2,3,4,5
2017-10-18 10:56:42.675506,1,2,3,4,5
2017-10-18 10:56:43.675686,1,2,3,4,5
2017-10-18 10:56:44.676500,1,2,3,4,5
2017-10-18 10:56:45.677378,1,2,3,4,5
2017-10-18 10:56:46.677593,1,2,3,4,5
2017-10-18 10:56:47.677610,1,2,3,4,5
2017-10-18 10:56:48.678526,1,2,3,4,5
2017-10-18 10:56:49.679052,1,2,3,4,5
2017-10-18 10:56:50.679921,1,2,3,4,5
2017-10-18 10:56:51.680627,1,2,3,4,5
2017-10-18 10:56:52.681140,1,2,3,4,5
2017-10-18 10:56:53.682064,1,2,3,4,5
2017-10-18 10:56:54.682720,1,2,3,4,5
2017-10-18 10:56:55.682825,1,2,3,4,5
2017-10-18 10:56:56.683617,1,2,3,4,5
2017-10-18 10:56:57.684396,1,2,3,4,5
2017-10-18 10:56:58.684869,1,2,3,4,5
2017-10-18 10:56:59.685482,1,2,3,4,5
2017-10-18 10:57:00.686272,1,2,3,4,5
2017-10-18 10:57:01.687126,1,2,3,4,5
2017-10-18 10:57:02.687527,1,2,3,4,5
2017-10-18 10:57:03.688111,1,2,3,4,5
2017-10-18 10:57:04.689076,1,2,3,4,5
2017-10-18 10:57:05.690052,1,2,3,4,5
2017-10-18 10:57:06.690819,1,2,3,4,5
2017-10-18 10:57:07.691636,1,2,3,4,5
2017-10-18 10:57:08.692584,1,2,3,4,5
2017-10-18 10:57:09.692919,1,2,3,4,5
2017-10-18 10:57:10.693482,1,2,3,4,5
2017-10-18 10:57:11.694481,1,2,3,4,5
2017-10-18 10:57:12.695388,1,2,3,4,5
2017-10-18 10:57:13.696218,1,2,3,4,5
2017-10-18 10:57:14.696356,1,2,3,4,5
2017-10-18 10:57:15.696632,1,2,3,4,5
2017-10-18 10:57:16.696713,1,2,3,4,5
2017-10-18 10:57:17.696851,1,2,3,4,5
2017-10-18 10:57:18.697542,1,2,3,4,5
2017-10-18 10:57:19.697899,1,2,3,4,5
2017-10-18 10:57:20.698654,1,2,3,4,5
2017-10-18 10:57:21.699638,1,2,3,4,5
2017-10-18 10:57:22.699710,1,2,3,4,5
2017-10-18 10:57:23.700074,1,2,3,4,5
2017-10-18 10:57:24.700926,1,2,3,4,5
2017-10-18 10:57:25.701435,1,2,3,4,5
2017-10-18 10:57:26.702186,1,2,3,4,5
2017-10-18 10:57:27.702779,1,2,3,4,5
2017-10-18 10:57:28.702817,1,2,3,4,5
2017-10-18 10:57:29.703641,1,2,3,4,5
2017-10-18 10:57:30.703878,1,2,3,4,5
2017-10-18 10:57:31.704448,1,2,3,4,5
2017-10-18 10:57:32.704891,1,2,3,4,5
2017-10-18 10:57:33.705145,1,2,3,4,5
2017-10-18 10:57:34.705996,1,2,3,4,5
2017-10-18 10:57:35.706261,1,2,3,4,5
2017-10-18 10:57:36.706746,1,2,3,4,5
2017-10-18 10:57:37.706923,1,2,3,4,5
2017-10-18 10:57:38.707644,1,2,3,4,5
2017-10-18 10:57:39.707872,1,2,3,4,5
2017-10-18 10:57:40.707934,1,2,3,4,5
2017-10-18 10:57:41.708124,1,2,3,4,5
2017-10-18 10:57:42.708583,1,2,3,4,5
2017-10-18 10:57:43.708708,1,2,3,4,5
2017-10-18 10:57:44.709434,1,2,3,4,5
2017-10-18 10:57:45.710329,1,2,3,4,5
2017-10-18 10:57:46.710463,1,2,3,4,5
2017-10-18 10:57:47.710861,1,2,3,4,5
2017-10-18 10:57:48.711135,1,2,3,4,5
2017-10-18 10:57:49.711997,1,2,3,4,5
2017-10-18 10:57:50.712047,1,2,3,4,5
2017-10-18 10:57:51.712306,1,2,3,4,5
2017-10-18 10:57:52.712526,1,2,3,4,5
2017-10-18 10:57:53.712580,1,2,3,4,5
2017-10-18 10:57:54.712783,1,2,3,4,5
2017-10-18 10:57:55.713846,1,2,3,4,5
2017-10-18 10:57:56.715595,1,2,3,4,5
2017-10-18 10:57:57.716477,1,2,3,4,5
2017-10-18 10:57:58.717198,1,2,3,4,5
2017-10-18 10:57:59.718061,1,2,3,4,5
2017-10-18 10:58:00.718836,1,2,3,4,5
2017-10-18 10:58:01.719594,1,2,3,4,5
2017-10-18 10:58:02.720347,1,2,3,4,5
2017-10-18 10:58:03.721117,1,2,3,4,5
2017-10-18 10:58:04.722111,1,2,3,4,5
2017-10-18 10:58:05.722849,1,2,3,4,5
2017-10-18 10:58:06.723600,1,2,3,4,5
2017-10-18 10:58:07.724325,1,2,3,4,5
2017-10-18 10:58:08.725252,1,2,3,4,5
2017-10-18 10:58:09.726019,1,2,3,4,5
2017-10-18 10:58:10.726761,1,2,3,4,5
2017-10-18 10:58:11.727740,1,2,3,4,5
2017-10-18 10:58:12.728704,1,2,3,4,5
2017-10-18 10:58:13.729432,1,2,3,4,5
2017-10-18 10:58:14.730142,1,2,3,4,5
2017-10-18 10:58:15.743019,1,2,3,4,5
2017-10-18 10:58:16.743753,1,2,3,4,5
2017-10-18 10:58:17.744487,1,2,3,4,5
2017-10-18 10:58:18.745171,1,2,3,4,5
2017-10-18 10:58:19.746026,1,2,3,4,5
2017-10-18 10:58:20.746126,1,2,3,4,5
2017-10-18 10:58:21.746901,1,2,3,4,5
2017-10-18 10:58:22.747640,1,2,3,4,5
2017-10-18 10:58:23.748345,1,2,3,4,5
2017-10-18 10:58:24.758112,1,2,3,4,5
2017-10-18 10:58:25.758858,1,2,3,4,5
2017-10-18 10:58:26.759723,1,2,3,4,5
2017-10-18 10:58:27.760405,1,2,3,4,5
2017-10-18 10:58:28.760432,1,2,3,4,5
2017-10-18 10:58:29.760673,1,2,3,4,5
2017-10-18 10:58:30.760764,1,2,3,4,5
2017-10-18 10:58:31.761490,1,2,3,4,5
2017-10-18 10:58:32.761858,1,2,3,4,5
2017-10-18 10:58:33.762783,1,2,3,4,5
2017-10-18 10:58:34.763055,1,2,3,4,5
2017-10-18 10:58:35.763554,1,2,3,4,5
2017-10-18 10:58:36.764304,1,2,3,4,5
2017-10-18 10:58:37.764343,1,2,3,4,5
2017-10-18 10:58:38.765239,1,2,3,4,5
2017-10-18 10:58:39.765390,1,2,3,4,5
2017-10-18 10:58:40.765810,1,2,3,4,5
2017-10-18 10:58:41.766328,1,2,3,4,5
2017-10-18 10:58:42.767246,1,2,3,4,5
2017-10-18 10:58:43.767423,1,2,3,4,5
2017-10-18 10:58:44.768001,1,2,3,4,5
2017-10-18 10:58:45.768653,1,2,3,4,5
2017-10-18 10:58:46.768887,1,2,3,4,5
2017-10-18 10:58:47.769544,1,2,3,4,5
2017-10-18 10:58:48.769671,1,2,3,4,5
2017-10-18 10:58:49.770589,1,2,3,4,5
2017-10-18 10:58:50.770740,1,2,3,4,5
2017-10-18 10:58:51.771442,1,2,3,4,5
2017-10-18 10:58:52.771796,1,2,3,4,5
2017-10-18 10:58:53.772231,1,2,3,4,5
2017-10-18 10:58:54.773186,1,2,3,4,5
2017-10-18 10:58:55.773678,1,2,3,4,5
2017-10-18 10:58:56.774049,1,2,3,4,5
2017-10-18 10:58:57.774468,1,2,3,4,5
2017-10-18 10:58:58.775317,1,2,3,4,5
2017-10-18 10:58:59.776251,1,2,3,4,5
2017-10-18 10:59:00.776633,1,2,3,4,5
2017-10-18 10:59:01.777179,1,2,3,4,5
2017-10-18 10:59:02.777968,1,2,3,4,5
2017-10-18 10:59:03.778867,1,2,3,4,5
2017-10-18 10:59:04.779801,1,2,3,4,5
2017-10-18 10:59:05.780565,1,2,3,4,5
2017-10-18 10:59:06.781520,1,2,3,4,5
2017-10-18 10:59:07.782489,1,2,3,4,5
2017-10-18 10:59:08.783436,1,2,3,4,5
2017-10-18 10:59:09.783575,1,2,3,4,5
2017-10-18 10:59:10.783923,1,2,3,4,5
2017-10-18 10:59:11.784380,1,2,3,4,5
2017-10-18 10:59:12.784492,1,2,3,4,5
2017-10-18 10:59:13.786121,1,2,3,4,5
2017-10-18 10:59:14.786575,1,2,3,4,5
2017-10-18 10:59:15.786769,1,2,3,4,5
2017-10-18 10:59:16.787113,1,2,3,4,5
2017-10-18 10:59:17.788073,1,2,3,4,5
2017-10-18 10:59:18.788786,1,2,3,4,5
2017-10-18 10:59:19.788834,1,2,3,4,5
2017-10-18 10:59:20.789256,1,2,3,4,5
2017-10-18 10:59:21.789341,1,2,3,4,5
2017-10-18 10:59:22.790253,1,2,3,4,5
2017-10-18 10:59:23.790810,1,2,3,4,5
2017-10-18 10:59:24.790897,1,2,3,4,5
2017-10-18 10:59:25.791153,1,2,3,4,5
2017-10-18 10:59:26.791269,1,2,3,4,5
2017-10-18 10:59:27.791460,1,2,3,4,5
2017-10-18 10:59:28.792183,1,2,3,4,5
2017-10-18 10:59:29.792904,1,2,3,4,5
2017-10-18 10:59:30.793636,1,2,3,4,5
2017-10-18 10:59:31.794417,1,2,3,4,5
2017-10-18 10:59:32.794730,1,2,3,4,5
2017-10-18 10:59:33.795149,1,2,3,4,5
2017-10-18 10:59:34.795535,1,2,3,4,5
2017-10-18 10:59:35.795834,1,2,3,4,5
2017-10-18 10:59:36.796725,1,2,3,4,5
2017-10-18 10:59:37.797247,1,2,3,4,5
2017-10-18 10:59:38.797437,1,2,3,4,5
2017-10-18 10:59:39.798090,1,2,3,4,5
2017-10-18 10:59:40.799131,1,2,3,4,5
2017-10-18 10:59:41.799630,1,2,3,4,5
2017-10-18 10:59:42.800517,1,2,3,4,5
2017-10-18 10:59:43.801110,1,2,3,4,5
2017-10-18 10:59:44.801530,1,2,3,4,5
2017-10-18 10:59:45.802434,1,2,3,4,5
2017-10-18 10:59:46.802758,1,2,3,4,5
2017-10-18 10:59:47.803622,1,2,3,4,5
2017-10-18 10:59:48.804118,1,2,3,4,5
2017-10-18 10:59:49.804145,1,2,3,4,5
2017-10-18 10:59:50.805094,1,2,3,4,5
2017-10-18 10:59:51.805368,1,2,3,4,5
2017-10-18 10:59:52.807112,1,2,3,4,5
2017-10-18 10:59:53.808013,1,2,3,4,5
2017-10-18 10:59:54.808531,1,2,3,4,5
2017-10-18 10:59:55.809034,1,2,3,4,5
2017-10-18 10:59:56.809285,1,2,3,4,5
2017-10-18 10:59:57.810055,1,2,3,4,5
2017-10-18 10:59:58.810059,1,2,3,4,5
2017-10-18 10:59:59.810884,1,2,3,4,5
2017-10-18 11:00:00.811647,1,2,3,4,5
time-stamp,Temperature,Humidity,Light,Pressure,Flow
2017-10-18 13:12:13.476229,1,2,3,4,5
2017-10-18 13:12:14.476344,1,2,3,4,5
2017-10-18 13:12:15.477266,1,2,3,4,5
2017-10-18 13:12:16.478073,1,2,3,4,5
2017-10-18 13:12:17.478290,1,2,3,4,5
